Class Index,Class Name,Question Title,Question Content
3,Science & Mathematics,Why do mosquitoes nto bit all people?,"I just came back from Jamaica, and when I was there I noticed that only my nephew, and myself got bitten. But my other relatives didn't. Does it have to do with the fact that My nephew and i arn't born in Jamaica and all my other relatives are? We were all in the same room with mosquitoes that came through the doors, and they never got bitten but my nephew and I did."
3,Science & Mathematics,what are the ways of sterilizing water with boiling?,i'm stuck on my science project and i need a method for either physics or chemistry for it.
1,Sports,how to get run 8km in 28min?,actually after training is need how many day to rest?then coutinue.
3,Science & Mathematics,Do you think teaching the theory of evolution in schools should be banned?,An answer that states why or why not would be nice
3,Science & Mathematics,Where are the tsunami detection centers?,Please give me only the Places where they are located. No additional details Please!
2,Entertainment & Music,Have you ever watched a movie so bad that you're mad you wasted that 1-2 hrs of your life??,Like Alexander
0,Health,How can I become a faster runner without training outside in the cold?,(And without buying a treadmill or going to the gym)
1,Sports,What is your opion on Danica Patrick?,Danica Patrick came close to winning the Indy 500. She was the 1st female to lead!(19 laps) Do you think she can win next year?
0,Health,Are boogers fattening?,Always wondered.  You know my sinuses have acting up so badly and I am spitting all the time except at night time I don't know if I am swallowing my drainage or what.
0,Health,What was your LASIK experience?,What questions should I ask a doctor and do you have any recommendations for LASIK centers in the SF Bay Area?
3,Science & Mathematics,how do mammals take care of their young ones?[for examcow]?,"For example how do cow, elephants,bats,dogs and cats."
0,Health,How do I lower my blood pressure?,"My mom needs help, this question has already been answered but I want more answers. Please, she is panicking."
1,Sports,where can I find the information about bungee jump?,"to be specific on the question, I want to find the longest bungee jump, it could be more than 300 feet (myself already did 150 feet at Wisconsin Dells along with my friend) and I wanna go further than 150 feet, and I heard - New Zealand's the longest one, but I couldnt really find anything, help me out? thanks! =)"
2,Entertainment & Music,what is the name of that movie?,"what is the name of that movie when bad guys have Bruce Willis ties up and they are hitting him and he says ""Touch me again and I'll kill you""?"
0,Health,What kind of yoga is best for fitness?,I know all yoga has benefits. Which variety is best for building strength and fitness?
1,Sports,Who is the best center of all time?,"I'm a SHAQ fan, so my vote goes to him....second, I'd have to say Bill Russell."
2,Entertainment & Music,What happens?,"What occurs once in a minute, twice in a moment and never in a thousand years?"
2,Entertainment & Music,What is the next letter in this sequence?,W I T N L I T ?
2,Entertainment & Music,which one of the 'blu collar' redneck comedy guys do you think is the funniest?,the only one i like is ron white
2,Entertainment & Music,Can I transfer TV shows that I record with TIVO to my computer?,"Currently, I subscribe to DIRECTV DVR TIVO 2 Receiver. I want to be able to transfer the shows that I record onto my Personal Computer. Is it possible? If so, please recommend the best way to do this. Thank you!"
0,Health,Are there food (intake) guidelines for diabetics according to weight and gender?,"how many meals, caloric intake, sugar, etc."
2,Entertainment & Music,Am I Tha Onlee 1 Heated Cuz Pharrell'z CD Gawt Shelfed?...Why Do Think It Gawt Shelfed??,Itz been drivin meh crazee...1st dey jus kept pushin bac tha d8 fa tha CD & now i hear dat itz jus been shelfed!!! datz crazee 2 meh cuz i think Pharrell Williams iz 1 of tha most talented musicians EVA!
3,Science & Mathematics,How important is space flight to our day to day life?,What wouldnt we have with ought space flight? Have we learnt anything new which we now use in the house or as part of our day to day activities?
0,Health,Can anybody tell me about Autism?,"Specifically, Asperger's Syndrome?"
0,Health,Has anyone had success with the South Beach Diet?,"I just started the South Beach Diet a couple weeks ago but haven't really lost anything... I think I'm stuck on Atkins mode, which I did a couple years ago, and trying to do both at once.  Any hints for people who don't have (or make) time to cook and always seem to be at work, but want to stick with the diet?"
0,Health,"healing wound on lower left leg and ankle,i don't have diabetes,the wound does not respond to normal tx.?","antibotic tx, creams,such as cortizone,antibotics oint. this is my first time here .help"
0,Health,"I have a lingering head cold. Coughing, congestion etc. How do I speed up recovery?","I've had this for seven days now. Only marginally better, but still can't get a good nights sleep."
1,Sports,how do you get points for yahoo?,Plz e-mail me at smp1791@yahoo.com i am 13
3,Science & Mathematics,Can I pour a 3% hydrogen peroxide solution over raw shredded potatoes and get O2?,"Like... would I get enough to, say, mimic the volume I would get from an O2 bar?  Would concentrating the hyrogen peroxide by freezing make a difference?"
1,Sports,Which country was not chosen to participate in the 2006 FIFA World Cup in Germany?,a.Angola\nb.Turkey\nc.Iran
0,Health,what kind of vitamins are good for acne and scars when you have very sensitive skin?,"My niece has developed both acne and scars and it is very depressing mentally and physically for her. I didn't want her to be put on medication because they have side affects to them, so I was wondering does anybody have any advice on this situation I would really appreciate it."
1,Sports,"What would happen if one of the teams in the Super Bowl would crash? In case of death, would they be replaced?","Or, would the Super Bowl XL go unplayed? Would the remaining team become the champs? Or, would there be no winner?"
3,Science & Mathematics,Brain teaser: Pets?,All of my pets except 2 are turtles. All of my pets except 2 are hamsters. All of my pets except two are frogs. How many pets do I have?
0,Health,At what age does a woman usually hit menopause?  And what are some of the signs of it?,"A co-worker has been complaining about beiong hot all the time lately, and she is usually the type that is cold even in the summer.  She is 35, and wondering if she could be having menopause."
0,Health,is eczma contagious?,my nephue has it and i came in contact with him this weekend.
1,Sports,How to find the right golf clubs?,"i gotta set of used golf clubs that my buddy gave to me he is pretty close to my height and i would like to get a new set, this set that i have is about 10 years old, i'm anew golfer and price is a concern.... whats the guidelines for buying new golf clubs?\n\nthanks\n\nNsbjim"
0,Health,HSV testing?,How would it take after coming into contact with the herpes virus for it to be detectable on a blood test?
1,Sports,Is this a good fantasy team for a yahoo league?,"PG - A. Iverson (Phi - PG)  \n\n SG - P. Pierce (Bos - SG,SF)  \n\n G - R. Alston (Hou - PG)\n\n SF - J. Rose (Tor - SG,SF)\n\n PF - D. West (NOK - PF)\n\n F - T. Prince (Det - SF)\n\n C - C. Bogut (Mil - PF,C)\n\n C - C. Frye (NY - PF,C)\n\n Util - C. Paul (NOK - PG,SG)  \n\n Util - M. Harpring (Uta - SG,SF)\n\n BN - J. Richardson (GS - SG)\n\n BN - D. Fisher (GS - PG)\n\n BN - M. Camby (Den - C)"
