Category,label,Description
Household,3,"Furniture Wala/Coffee Tables/Console Tables/End Tables/Nesting Tables/Other (Tables)/Pedestal Tables/Sofa Tables Must buy furniture to make your home attractive. Made of solid wood which gives strength and durability to your furniture. Elegant finishing gives your furniture the classy touch.This modern style bedside table nightstand from wood furniture is perfect for any room's decor and the walnut finish adds a warm touch to any space in your home. It will offer a simple, sturdy elegance for your living space."
Books,0,Save the Cat!: The Last Book on Screenwriting You'll Ever Need About the Author Blake Snyder's Save the Cat series of books are the best selling books on screenwriting
Household,3,"ToyShine Girl's Rainbow Loom Band Kit Toy Rainbow loom band kit toy, more than 2500 bands are available. Best toy gift birthday gift for girls."
Household,3,Soft Bean Bag Filler 1.5 kg(No 1 Grade Premium) SOFT BEAN BAG Refill are the Most Premium Refills across the Market. Fill your Bean Bag with the Best Quality Beans for Maximum comfort and Ensure Long life.
Household,3,"HOMEGENIC Safari Rattan Design Plastic Chair, 57x60x80cm (Brown) HOMEGENIC presents luxury collection of rattan design chairs that brings to you class, style and luxury in this elegant piece of furniture. The rattan finish chair is designed to make those homes truly beautiful. Built of rock solid plastic, this chair symbolizes strength and quality. Home, lawn, porch, patio - have these brown-colored beauties wherever you want. Get a few of these online right now."
Clothing & Accessories,1,"Rovars Unisex All-in-1 Suit Planning a trip to sunny beaches this summer? Better not forget to pack this colourful swimsuit from Rovars. Its solid combination assures lots of attention from both the sexes, while its polyester spandex fabric promises stretchable comfort and a proper fit. Let your little Boy / Girl have an enjoyable splashy time this summer wearing Rovars costume. These regular-fit costumes are not only visually appealing, but are comfortable to wear too. Boys will enjoy a great summer splash in the pool with this comfortable and trendy swimwear."
Clothing & Accessories,1,Cherokee by Unlimited Boys' Striped Regular Fit T-Shirt Cherokee apparel junior t shirt. It is made of 100% cotton pique fabric with stripes pattern.
Clothing & Accessories,1,United Colors of Benetton Boys' Coat
Clothing & Accessories,1,Broadstar Women's Denim Slim Fit Jeans Package contains Broadstar Women's Slim Fit Jeans which is acid washable.
Household,3,Intex Inflatable Baby Float With Sunshade Canopy Swimming Pool Inflatable Toys For Babies & Toddlers Product:Intex Inflatable Baby Float With Sunshade Canopy Swimming Pool Inflatable Toys For Babies & ToddlersDimensions:20 cm X 19 cm X 7 cm Features:Introduce Babies to Water Fun and Play with This Intex Inflatable Baby Float. Soft Seat with Smooth Leg Holes for Freedom to Kick In Water.Care Instruction:Do not bleach or soak.Do not wash them with the filler.
Clothing & Accessories,1,Biba Girls's Straight Cotton Calf-Long Salwar Suit Set
Books,0,CRIME AND PUNISHMENT
Books,0,Undercoating Gun
Electronics,2,"Technotech PCI Sound Card 4 Channel Support Windows XP Only • Type of Sound Card: Stand-Alone Audio Card  • Internal/External: Internal  • Port Connectors: Line In, Mic In, Front Speaker, Rear Speaker  • Slot Type: PCI  • Compliance with APM 1.2, ACPI 1.1, and PPMI 1.1  • High-performance single-chip PCI audio acceleration  • Compliant with PCI 2.1/2.2 PCI specification  • OS Supported : XP"
Household,3,"Adorn India Aspen Three Seater Sofa Cum Bed (Brown and Beige) The new modern design sofa with a multicolor combination. This sofa will make your home look beautiful. The new tufted design sofa bed comes with multicolor cushion and bedding that is smooth and comfy. Easy click clack spring India mechanism unfolds the sofa into a bed in an instant with ease. This sofa is distinctively designed and manufactured using good quality raw material such as solid wood, high density foam and fiber, velvet and chrome legs and experienced manpower."
Clothing & Accessories,1,Mahi Fashion Printed Baby Pajama for girls and boys suitable for winter and summer Combo of 6 (Design May Vary) Mahi Fashion Printed Hosiery Baby Pajama Combo of 6
Electronics,2,"Zebronics Motherboard ZEB-G41 Socket 775. LGA775, DDR3 RAM SLOT/ 4 USB Ports/3 SATA Ports 1 IDE Port G41 Chipset 1 year warranty onboard VGA / sound / Ethernet PS2 Port LPT Port"
Household,3,"BHAKTEE Stainless Steel Square Bathroom Stool (12 Inch, Metallic) Size:30 cm x 25 cm x 25 cm   This bathroom square stool from the house of BHAKTEE comes in metallic colour. It is made of good quality rust-free stainless steel and has robust construction. comes with sturdy bush."
Household,3,"Gadget-Wagon Iron Multipurpose Foldable Table for Laptop Drawing, Study, Homework, Painting, Crafts, Reading, 50x35cm (Red) Made of pp and frame made of iron tube. Epoxy coating on tubes.foldable legs. Compact , light weight and easy to carry and store.use it for laptop , books , reading , painting, drawing , home work and other purposes"
Electronics,2,"AmazonBasics 8-Sheet Strip Cut Paper with CD and Credit Card Shredder Strip-cut paper shredder with 8-sheet capacity (no need to remove staples), destroys credit cards, cds, and dvds (one at a time)."
Books,0,"Clinical Medicine (A Textbook of Clinical Methods and Laboratory Investigations) (A Textbook of Clinical Methods & Laboratory investigations) About the Author KV Krishna Das BSc FRCP(E) FAMS DTM and H(Edin) Consultant Physician and Haematologist, Retired Director and Professor of Medicine, Medical College, Trivandrum, Kerala, India"
Household,3,"Novicz ARN-Swing-Chair-FRR-Round-XL-White Cotton Swinging Chair (White) Size:XL-Adults                                                                                 |                            Color:White   Novicz strong and durable home hanging swing chair. A relaxing hanging chair for your garden, balcony etc. A ""S"" clamp will be provided with the package for hanging on ceiling or tree trunk."
Books,0,"Paradise Lost About the Author John Milton (1608-74) is best known for his epic masterpiece Paradise Lost and for his commitment to the republican cause. He wrote the crucial justifications for the trial and execution of King Charles I and was Secretary for Foreign Tongues, thus becoming the voice of the revolution. His influence on English literature can only be rivalled by Shakespeare."
Books,0,"Food and Beverage Services: A Training Manual , 3e About the Author Sudhir Andrews, Dean - Ecole Hoteliere Lavasa."
Household,3,Quechua Arpenaz 50 Hammock
Electronics,2,"HP x765w 16GB USB 3.0 Pen Drive Our vision is to create technology that makes life better for everyone, everywhere - every person, every organization, and every community around the globe. This motivates us - inspires us - to do what we do. To make what we make. To invent, and to reinvent."
Books,0,"Analysis of Balance Sheet Analysis of Balance Sheet By N.S. Toor ,10th Edition,2016"
Books,0,"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time About the Author Brian Tracy is chairman and CEO of Brian Tracy International. As a keynote speaker and seminar leader, he addresses more than 250,000 people each year. He is the bestselling author of more than eighty books that have been translated into dozens of languages. He has served as a consultant and trainer to more than 1,000 corporations and more than 10,000 medium-sized enterprises in more than seventy-five countries."
Electronics,2,"JioFi 4G Hotspot JMR815 150 Mbps Jio 4G Portable WiFi Data Device (Black) Style name:JMR815   The new JioFi is here to ensure you enjoy high speed internet powered by the Jio 4G Network. So go ahead and connect your smartphone to the JioFi device and groove to your favorite music, or stream a movie on the go. There is never a dull moment with the JioFi JMR815 wireless data card, all thanks to its blazing fast connectivity over a wide range of devices."
Household,3,NAOE Steel Plate Rack with Three Partitions (13 X 6 X 6 in)(White) Elegant Looking Space Saver Plate Rack With Three Slots To Keep All Sizes Of Plates.This Product Neatly Organised Your Cabinet.Ease Od Handling Of Plates
Clothing & Accessories,1,GOODTRY Women's Cotton Hoodies-Black
Books,0,Biology for Class 10 (2019 Exam) 
Electronics,2,Casio NJ-120D-RD Portable Calculator (Maroon) * Localized Number Display * 150 steps check * Red colour * Dual Power - Solar/Battery * 12 digits * Made in Philippines
Clothing & Accessories,1,Gini & Jony Boys' Shorts (121246515075 5000_DX WASH(5000)_2)
Electronics,2,"Mobizmo 4 In 1 Otg Card Reader Four Ports: Lightning + Type C + Micro USB + USB Card Reader- Like Iflash, Idisk, Micro USB, SDHC Lightning Flash Drive"
Clothing & Accessories,1,Sorella'z Boys Satin Black & Red Bowtie Combo House of Sorella’z presents affordable fashion accessories combo for Boys. It can be used on different occasion as well as a good option as a gift for friends. Bowtie has a adjustable strap which fits most necks boys from 3 to 10 year old. Best quality Satin material is used to stitch these bowties.
Electronics,2,Cosmic Byte Storm M001 Wireless Gaming Mouse (Black) Range: up to 10m (30 inch) Mouse: 800-1000-1200-1600DPI with Ergonomic design Supported systems: Windows95/98/NT/ME/2000/XP/Vista /Windows 7/8/10 and Mac OSX Backlit DPI indicator specifications maximum Acceleration- 10g Maximum Frame Rate- 2400fps Maximum Tracking Speed- 30 ips Maximum Polling Rate- 125Hz Resolution- 800-1000-1200-1600dpi number of Keys- 8.
Books,0,"JP Nursing Today (A Way to Success) For AIIMS, JIPMER, DSSSB, ESIC, PGI, RPSC, RAILWAY, MNS, RUHS & All Other Staff Nurse Competitive Examinations Memory Based Exam Questions. Golden Key Points. Anatomy & Physiology with Microbiology. Fundamentals of Nursing. Medical Surgical Nursing. Midwifery and Gynecological Nursing. Community Health Nursing. Nutrition & Biochemistry. Pediatric Nursing. Pharmacology. Psychology and Mental Health Nursing. Sociology. Nursing Research. Nursing Education. Nursing Administration with Professional Trends. Model Papers."
Clothing & Accessories,1,"Baby Basic Outfits Thermal Pajami Set, Boys & Girls Basic Colors, Pack of 3 Offering the best of the comfort. These Pajami will be an ideal pick for your little one. Satisfying the basic need on day to day basis by using premium quality fabric, these Pajami will keep your kids at ease the whole day. The soft elasticated waistband ensures comfort fit."
